incidnt_num,date,day,,,,
1.40E+08,01/31/2014 08:00:00 AM +0000,31,,,,
1.40E+08,01/31/2014 08:00:00 AM +0000,31,,,,
1.40E+08,01/31/2014 08:00:00 AM +0000,31,,,,
1.40E+08,01/31/2014 08:00:00 AM +0000,31,,,,
1.40E+08,01/31/2014 08:00:00 AM +0000,31,,,,
1.40E+08,01/31/2014 08:00:00 AM +0000,31,,,,
1.40E+08,01/31/2014 08:00:00 AM +0000,31,,,,
1.40E+08,01/31/2014 08:00:00 AM +0000,31,,,,
1.40E+08,01/31/2014 08:00:00 AM +0000,31,,,,
1.40E+08,01/31/2014 08:00:00 AM +0000,31,,,,
1.40E+08,01/31/2014 08:00:00 AM +0000,31,,,,
1.40E+08,01/31/2014 08:00:00 AM +0000,31,,,,
1.40E+08,01/31/2014 08:00:00 AM +0000,31,,,,
1.40E+08,01/31/2014 08:00:00 AM +0000,31,,,,
1.40E+08,01/31/2014 08:00:00 AM +0000,31,,,,
